Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Country,City,State,Region,Sales,Quantity,Discount,Profit
CA-2017-120761,2017-09-04,2017-09-08,Standard Class,AB-10150,TEC-AC-10000171,United States,Long Beach,New York,East,91.96,4.0,0.0,39.5428
CA-2016-109176,2016-05-09,2016-05-15,Standard Class,JW-16075,OFF-EN-10003134,United States,Philadelphia,Pennsylvania,East,9.344,1.0,0.2,3.504
CA-2016-109176,2016-05-09,2016-05-15,Standard Class,JW-16075,OFF-AR-10001955,United States,Philadelphia,Pennsylvania,East,79.36,5.0,0.2,9.92
CA-2015-112116,2015-03-16,2015-03-18,Second Class,JE-15475,FUR-TA-10001039,United States,Seattle,Washington,West,171.96,2.0,0.0,44.7096
CA-2016-126809,2016-04-09,2016-04-13,Standard Class,EB-13750,OFF-BI-10003712,United States,Seattle,Washington,West,35.352,9.0,0.2,12.8151
CA-2014-105172,2014-04-04,2014-04-09,Standard Class,PK-18910,OFF-LA-10001641,United States,San Francisco,California,West,18.9,6.0,0.0,9.072
CA-2017-107293,2017-09-05,2017-09-06,First Class,CS-12400,OFF-AR-10003732,United States,Seattle,Washington,West,2.78,1.0,0.0,0.7228
US-2017-102890,2017-06-30,2017-06-30,Same Day,SG-20470,FUR-TA-10000577,United States,New York City,New York,East,1044.63,5.0,0.4,-295.9785
CA-2015-158554,2015-11-09,2015-11-09,Same Day,CM-12190,OFF-PA-10004000,United States,Philadelphia,Pennsylvania,East,11.352,3.0,0.2,4.1151
CA-2014-116239,2014-03-04,2014-03-04,Same Day,CL-12565,OFF-ST-10001370,United States,Columbia,South Carolina,South,354.9,5.0,0.0,17.745
CA-2015-132101,2015-03-19,2015-03-25,Standard Class,JO-15550,TEC-PH-10004539,United States,Seattle,Washington,West,453.576,3.0,0.2,39.6879
CA-2015-129112,2015-11-29,2015-11-30,First Class,AW-10840,TEC-AC-10003038,United States,Allen,Texas,Central,21.48,3.0,0.2,-0.2685
CA-2015-129112,2015-11-29,2015-11-30,First Class,AW-10840,OFF-BI-10000088,United States,Allen,Texas,Central,8.784,4.0,0.8,-13.6152
US-2017-152002,2017-06-11,2017-06-11,Same Day,DV-13465,OFF-PA-10000357,United States,Los Angeles,California,West,122.97,3.0,0.0,60.2553
CA-2017-165029,2017-11-26,2017-11-30,Standard Class,AH-10075,OFF-AR-10003504,United States,Atlanta,Georgia,South,12.84,3.0,0.0,3.7236
US-2014-157385,2014-11-23,2014-11-25,First Class,SC-20095,FUR-CH-10000863,United States,Los Angeles,California,West,603.92,5.0,0.2,-67.941
US-2014-157385,2014-11-23,2014-11-25,First Class,SC-20095,OFF-EN-10003160,United States,Los Angeles,California,West,21.84,3.0,0.0,10.4832
US-2014-157385,2014-11-23,2014-11-25,First Class,SC-20095,TEC-AC-10003280,United States,Los Angeles,California,West,29.99,1.0,0.0,6.2979
US-2014-157385,2014-11-23,2014-11-25,First Class,SC-20095,FUR-CH-10000595,United States,Los Angeles,California,West,381.44,2.0,0.2,23.84
CA-2014-101602,2014-12-15,2014-12-18,First Class,MC-18100,TEC-PH-10000169,United States,El Paso,Texas,Central,40.68,3.0,0.2,-9.153
CA-2014-101602,2014-12-15,2014-12-18,First Class,MC-18100,FUR-CH-10004675,United States,El Paso,Texas,Central,763.28,5.0,0.3,-21.808
CA-2016-109057,2016-04-22,2016-04-27,Standard Class,TT-21460,OFF-ST-10002406,United States,Aurora,Illinois,Central,23.952,2.0,0.2,2.3952
CA-2016-154403,2016-05-23,2016-05-27,Standard Class,AP-10720,OFF-PA-10001526,United States,Florence,Alabama,South,4.98,1.0,0.0,2.4402
CA-2016-102456,2016-02-27,2016-03-01,First Class,DL-12865,OFF-AP-10004336,United States,New York City,New York,East,170.88,3.0,0.0,49.5552
CA-2015-131338,2015-08-09,2015-08-12,First Class,NP-18325,TEC-PH-10003012,United States,New York City,New York,East,307.98,2.0,0.0,89.3142
CA-2015-131338,2015-08-09,2015-08-12,First Class,NP-18325,FUR-TA-10002607,United States,New York City,New York,East,382.806,9.0,0.4,-153.1224
CA-2015-131338,2015-08-09,2015-08-12,First Class,NP-18325,OFF-ST-10000642,United States,New York City,New York,East,41.96,2.0,0.0,2.9372
CA-2015-131338,2015-08-09,2015-08-12,First Class,NP-18325,OFF-BI-10000545,United States,New York City,New York,East,1217.568,2.0,0.2,456.588
CA-2015-131338,2015-08-09,2015-08-12,First Class,NP-18325,FUR-FU-10002157,United States,New York City,New York,East,47.04,3.0,0.0,18.3456
CA-2015-131338,2015-08-09,2015-08-12,First Class,NP-18325,FUR-FU-10001706,United States,New York City,New York,East,6.16,2.0,0.0,2.9568
CA-2015-131338,2015-08-09,2015-08-12,First Class,NP-18325,TEC-PH-10000984,United States,New York City,New York,East,979.95,5.0,0.0,274.386
CA-2015-131338,2015-08-09,2015-08-12,First Class,NP-18325,OFF-PA-10001357,United States,New York City,New York,East,143.7,3.0,0.0,68.976
CA-2015-131338,2015-08-09,2015-08-12,First Class,NP-18325,OFF-FA-10000992,United States,New York City,New York,East,10.65,3.0,0.0,5.0055
CA-2015-131338,2015-08-09,2015-08-12,First Class,NP-18325,TEC-AC-10002600,United States,New York City,New York,East,247.8,4.0,0.0,34.692
CA-2016-109911,2016-05-12,2016-05-16,Standard Class,VG-21805,OFF-AR-10001662,United States,Virginia Beach,Virginia,South,10.96,4.0,0.0,2.9592
US-2016-132423,2016-04-15,2016-04-19,Standard Class,MY-18295,OFF-AR-10001221,United States,Grapevine,Texas,Central,33.488,7.0,0.2,5.8604
US-2016-132423,2016-04-15,2016-04-19,Standard Class,MY-18295,OFF-FA-10002988,United States,Grapevine,Texas,Central,8.04,5.0,0.2,2.9145
CA-2015-122826,2015-06-23,2015-06-25,Second Class,RD-19480,TEC-PH-10004830,United States,Olympia,Washington,West,201.568,4.0,0.2,22.6764
CA-2014-117317,2014-10-19,2014-10-19,Same Day,JF-15490,OFF-PA-10004519,United States,Los Angeles,California,West,13.44,3.0,0.0,6.5856
CA-2015-118423,2015-03-24,2015-03-27,First Class,DP-13390,FUR-BO-10000362,United States,Peoria,Illinois,Central,359.058,3.0,0.3,-35.9058
CA-2017-149181,2017-05-08,2017-05-12,Standard Class,MD-17350,FUR-CH-10004540,United States,Columbus,Ohio,East,47.992,2.0,0.3,-2.0568
CA-2017-132234,2017-10-16,2017-10-18,First Class,MY-17380,FUR-FU-10001290,United States,New York City,New York,East,547.3,13.0,0.0,175.136
CA-2017-158876,2017-11-19,2017-11-21,Second Class,AB-10150,OFF-PA-10000308,United States,Carrollton,Texas,Central,16.896,4.0,0.2,5.28
CA-2017-158876,2017-11-19,2017-11-21,Second Class,AB-10150,OFF-SU-10001165,United States,Carrollton,Texas,Central,6.672,1.0,0.2,0.5004
CA-2017-158876,2017-11-19,2017-11-21,Second Class,AB-10150,OFF-AR-10003373,United States,Carrollton,Texas,Central,99.136,4.0,0.2,8.6744
CA-2017-158876,2017-11-19,2017-11-21,Second Class,AB-10150,FUR-FU-10001967,United States,Carrollton,Texas,Central,15.992,2.0,0.6,-13.993
CA-2016-164672,2016-05-08,2016-05-13,Second Class,GB-14530,FUR-FU-10001488,United States,Dover,Delaware,East,211.96,2.0,0.0,42.392
US-2016-132857,2016-12-11,2016-12-17,Standard Class,CA-12775,OFF-AR-10003251,United States,Smyrna,Tennessee,South,6.672,3.0,0.2,1.668
CA-2017-116645,2017-11-30,2017-12-04,Standard Class,ME-17725,OFF-AR-10001044,United States,Newark,Delaware,East,155.94,6.0,0.0,45.2226
US-2016-115819,2016-04-19,2016-04-24,Second Class,JO-15280,TEC-PH-10004700,United States,Los Angeles,California,West,39.96,5.0,0.2,12.987
US-2016-115819,2016-04-19,2016-04-24,Second Class,JO-15280,OFF-AR-10000823,United States,Los Angeles,California,West,5.46,3.0,0.0,1.5288
US-2016-115819,2016-04-19,2016-04-24,Second Class,JO-15280,OFF-AR-10004456,United States,Los Angeles,California,West,73.2,5.0,0.0,21.228
US-2016-115819,2016-04-19,2016-04-24,Second Class,JO-15280,OFF-BI-10000050,United States,Los Angeles,California,West,5.84,1.0,0.2,1.971
US-2016-115819,2016-04-19,2016-04-24,Second Class,JO-15280,OFF-PA-10002377,United States,Los Angeles,California,West,22.72,4.0,0.0,10.224
US-2016-115819,2016-04-19,2016-04-24,Second Class,JO-15280,OFF-BI-10000591,United States,Los Angeles,California,West,9.336,3.0,0.2,3.2676
CA-2014-156349,2014-05-26,2014-05-30,Standard Class,ML-17395,FUR-BO-10000362,United States,Los Angeles,California,West,290.666,2.0,0.15,27.3568
CA-2014-156349,2014-05-26,2014-05-30,Standard Class,ML-17395,TEC-PH-10000441,United States,Los Angeles,California,West,201.584,2.0,0.2,20.1584
CA-2014-156349,2014-05-26,2014-05-30,Standard Class,ML-17395,TEC-PH-10002726,United States,Los Angeles,California,West,83.984,2.0,0.2,31.494
CA-2017-138380,2017-12-21,2017-12-25,Standard Class,YS-21880,OFF-ST-10003306,United States,Oakland,California,West,1000.02,7.0,0.0,290.0058
US-2016-113509,2016-03-15,2016-03-19,Standard Class,PL-18925,TEC-AC-10004855,United States,Philadelphia,Pennsylvania,East,83.976,3.0,0.2,-13.6461
CA-2015-130022,2015-08-10,2015-08-16,Standard Class,JK-16120,OFF-LA-10002787,United States,Eagan,Minnesota,Central,3.75,1.0,0.0,1.8
CA-2015-130022,2015-08-10,2015-08-16,Standard Class,JK-16120,OFF-LA-10002043,United States,Eagan,Minnesota,Central,41.4,4.0,0.0,19.872
CA-2015-130022,2015-08-10,2015-08-16,Standard Class,JK-16120,OFF-AR-10001915,United States,Eagan,Minnesota,Central,29.79,3.0,0.0,12.5118
US-2016-118780,2016-09-10,2016-09-14,Second Class,PN-18775,OFF-ST-10000352,United States,New York City,New York,East,59.48,2.0,0.0,8.922
US-2016-118780,2016-09-10,2016-09-14,Second Class,PN-18775,OFF-PA-10000575,United States,New York City,New York,East,6.69,1.0,0.0,3.0774
CA-2017-108560,2017-07-08,2017-07-15,Standard Class,JC-15385,FUR-FU-10002937,United States,Kent,Washington,West,198.46,2.0,0.0,99.23
CA-2017-108560,2017-07-08,2017-07-15,Standard Class,JC-15385,OFF-LA-10003930,United States,Kent,Washington,West,786.48,8.0,0.0,385.3752
CA-2017-108560,2017-07-08,2017-07-15,Standard Class,JC-15385,OFF-BI-10001107,United States,Kent,Washington,West,23.168,2.0,0.2,7.8192
CA-2017-108560,2017-07-08,2017-07-15,Standard Class,JC-15385,TEC-AC-10003063,United States,Kent,Washington,West,50.0,2.0,0.0,10.5
CA-2015-157084,2015-12-19,2015-12-24,Standard Class,JG-15160,TEC-PH-10002922,United States,Los Angeles,California,West,675.96,5.0,0.2,84.495
CA-2015-157084,2015-12-19,2015-12-24,Standard Class,JG-15160,TEC-AC-10002049,United States,Los Angeles,California,West,1265.85,3.0,0.0,556.974
CA-2015-164539,2015-11-16,2015-11-22,Standard Class,PO-19180,OFF-AP-10002457,United States,New York City,New York,East,523.25,5.0,0.0,141.2775
CA-2015-143119,2015-09-24,2015-09-30,Standard Class,MC-17275,FUR-CH-10001270,United States,Lafayette,Louisiana,South,517.5,6.0,0.0,155.25
CA-2017-101049,2017-06-21,2017-06-25,Second Class,AS-10240,FUR-FU-10004415,United States,Cleveland,Ohio,East,17.92,5.0,0.2,2.464
CA-2017-101049,2017-06-21,2017-06-25,Second Class,AS-10240,OFF-BI-10001510,United States,Cleveland,Ohio,East,41.256,6.0,0.7,-34.38
CA-2016-106530,2016-05-08,2016-05-08,Same Day,CL-12565,OFF-ST-10002011,United States,Cleveland,Ohio,East,1006.056,3.0,0.2,88.0299
CA-2016-106530,2016-05-08,2016-05-08,Same Day,CL-12565,OFF-PA-10002986,United States,Cleveland,Ohio,East,10.688,2.0,0.2,3.7408
CA-2016-106530,2016-05-08,2016-05-08,Same Day,CL-12565,OFF-PA-10004451,United States,Cleveland,Ohio,East,10.368,2.0,0.2,3.6288
CA-2016-106530,2016-05-08,2016-05-08,Same Day,CL-12565,OFF-ST-10000649,United States,Cleveland,Ohio,East,25.12,2.0,0.2,1.57
CA-2016-106530,2016-05-08,2016-05-08,Same Day,CL-12565,TEC-AC-10001465,United States,Cleveland,Ohio,East,58.112,2.0,0.2,7.264
CA-2014-168984,2014-11-26,2014-12-02,Standard Class,NW-18400,OFF-PA-10001166,United States,Tigard,Oregon,West,15.552,3.0,0.2,5.4432
CA-2014-168984,2014-11-26,2014-12-02,Standard Class,NW-18400,OFF-ST-10001097,United States,Tigard,Oregon,West,669.08,5.0,0.2,-167.27
CA-2014-168984,2014-11-26,2014-12-02,Standard Class,NW-18400,TEC-PH-10000038,United States,Tigard,Oregon,West,438.336,4.0,0.2,-87.6672
CA-2016-157266,2016-05-26,2016-06-01,Standard Class,TB-21280,OFF-PA-10002689,United States,Washington,District of Columbia,East,19.44,3.0,0.0,9.3312
CA-2016-157266,2016-05-26,2016-06-01,Standard Class,TB-21280,OFF-BI-10004728,United States,Washington,District of Columbia,East,9.64,2.0,0.0,4.4344
CA-2016-157266,2016-05-26,2016-06-01,Standard Class,TB-21280,OFF-PA-10004675,United States,Washington,District of Columbia,East,12.7,2.0,0.0,5.842
CA-2016-157266,2016-05-26,2016-06-01,Standard Class,TB-21280,FUR-FU-10000629,United States,Washington,District of Columbia,East,41.37,3.0,0.0,17.3754
US-2014-134712,2014-11-29,2014-12-04,Standard Class,BS-11380,OFF-FA-10003112,United States,Skokie,Illinois,Central,12.624,2.0,0.2,3.945
CA-2015-111829,2015-03-19,2015-03-20,First Class,FH-14365,OFF-ST-10000142,United States,Seattle,Washington,West,1247.64,3.0,0.0,349.3392
CA-2015-111829,2015-03-19,2015-03-20,First Class,FH-14365,TEC-CO-10001766,United States,Seattle,Washington,West,3149.93,7.0,0.0,1480.4671
CA-2015-111829,2015-03-19,2015-03-20,First Class,FH-14365,OFF-PA-10004359,United States,Seattle,Washington,West,209.7,2.0,0.0,100.656
CA-2015-105221,2015-11-01,2015-11-03,First Class,VM-21685,TEC-AC-10002323,United States,Philadelphia,Pennsylvania,East,35.36,2.0,0.2,-3.094
CA-2015-105221,2015-11-01,2015-11-03,First Class,VM-21685,OFF-FA-10001135,United States,Philadelphia,Pennsylvania,East,3.168,2.0,0.2,-0.7128
CA-2015-120341,2015-09-26,2015-09-29,Second Class,SF-20200,OFF-BI-10004224,United States,Philadelphia,Pennsylvania,East,121.104,6.0,0.7,-100.92
CA-2015-120341,2015-09-26,2015-09-29,Second Class,SF-20200,TEC-PH-10003357,United States,Philadelphia,Pennsylvania,East,45.894,1.0,0.4,-9.1788
CA-2014-135699,2014-08-29,2014-08-29,Same Day,HH-15010,OFF-PA-10004475,United States,San Francisco,California,West,109.92,2.0,0.0,53.8608
CA-2014-135699,2014-08-29,2014-08-29,Same Day,HH-15010,OFF-PA-10003001,United States,San Francisco,California,West,13.36,2.0,0.0,6.4128
US-2017-132444,2017-11-18,2017-11-21,First Class,CD-12280,OFF-ST-10003442,United States,Seattle,Washington,West,169.68,6.0,0.0,45.8136
US-2017-132444,2017-11-18,2017-11-21,First Class,CD-12280,TEC-AC-10003832,United States,Seattle,Washington,West,132.52,4.0,0.0,54.3332
US-2017-132444,2017-11-18,2017-11-21,First Class,CD-12280,OFF-FA-10000611,United States,Seattle,Washington,West,2.96,2.0,0.0,1.4208
US-2017-132444,2017-11-18,2017-11-21,First Class,CD-12280,OFF-BI-10001116,United States,Seattle,Washington,West,8.448,2.0,0.2,2.9568
US-2017-132444,2017-11-18,2017-11-21,First Class,CD-12280,OFF-ST-10000563,United States,Seattle,Washington,West,95.94,3.0,0.0,9.594
CA-2014-127159,2014-05-12,2014-05-15,First Class,HL-15040,FUR-FU-10000010,United States,Milwaukee,Wisconsin,Central,34.79,7.0,0.0,10.7849
CA-2017-161809,2017-01-20,2017-01-26,Standard Class,TH-21100,TEC-PH-10004922,United States,Los Angeles,California,West,160.776,3.0,0.2,10.0485
CA-2017-127285,2017-10-30,2017-11-06,Standard Class,MM-18055,OFF-BI-10004330,United States,Seattle,Washington,West,88.752,3.0,0.2,27.735
CA-2017-127285,2017-10-30,2017-11-06,Standard Class,MM-18055,OFF-BI-10002072,United States,Seattle,Washington,West,13.904,2.0,0.2,5.214
CA-2017-144526,2017-04-30,2017-05-06,Standard Class,QJ-19255,TEC-PH-10002549,United States,Philadelphia,Pennsylvania,East,677.58,5.0,0.4,-158.102
CA-2017-144526,2017-04-30,2017-05-06,Standard Class,QJ-19255,OFF-BI-10002353,United States,Philadelphia,Pennsylvania,East,13.896,3.0,0.7,-9.264
CA-2016-128531,2016-11-24,2016-11-26,Second Class,NS-18505,OFF-ST-10001325,United States,Dallas,Texas,Central,41.92,5.0,0.2,3.668
CA-2016-128531,2016-11-24,2016-11-26,Second Class,NS-18505,TEC-AC-10002049,United States,Dallas,Texas,Central,297.576,3.0,0.2,-7.4394
CA-2016-128531,2016-11-24,2016-11-26,Second Class,NS-18505,OFF-FA-10002676,United States,Dallas,Texas,Central,4.344,3.0,0.2,0.8688
CA-2016-128531,2016-11-24,2016-11-26,Second Class,NS-18505,TEC-AC-10003023,United States,Dallas,Texas,Central,94.992,2.0,0.2,-2.3748
CA-2016-128531,2016-11-24,2016-11-26,Second Class,NS-18505,OFF-PA-10000167,United States,Dallas,Texas,Central,74.352,3.0,0.2,23.235
CA-2016-128531,2016-11-24,2016-11-26,Second Class,NS-18505,OFF-AR-10003405,United States,Dallas,Texas,Central,14.04,3.0,0.2,1.5795
US-2015-157154,2015-01-10,2015-01-15,Standard Class,MM-17920,FUR-TA-10001889,United States,New York City,New York,East,1018.104,4.0,0.4,-373.3048
CA-2017-159457,2017-10-19,2017-10-26,Standard Class,RD-19480,TEC-PH-10002185,United States,Houston,Texas,Central,16.68,3.0,0.2,5.2125
CA-2016-107615,2016-03-22,2016-03-25,First Class,RB-19645,TEC-AC-10001013,United States,North Las Vegas,Nevada,West,58.58,2.0,0.0,19.3314
CA-2017-111647,2017-07-03,2017-07-07,Standard Class,RD-19585,TEC-PH-10002726,United States,Plano,Texas,Central,167.968,4.0,0.2,62.988
CA-2015-150560,2015-12-11,2015-12-12,First Class,SW-20455,OFF-LA-10003930,United States,Suffolk,Virginia,South,196.62,2.0,0.0,96.3438
CA-2015-143077,2015-09-17,2015-09-21,Standard Class,SF-20965,FUR-FU-10003535,United States,Houston,Texas,Central,21.936,2.0,0.6,-10.4196
CA-2015-143077,2015-09-17,2015-09-21,Standard Class,SF-20965,OFF-BI-10000088,United States,Houston,Texas,Central,6.588,3.0,0.8,-10.2114
CA-2016-122728,2016-05-18,2016-05-24,Standard Class,EB-13930,OFF-ST-10000604,United States,San Francisco,California,West,104.28,3.0,0.0,26.07
CA-2016-122728,2016-05-18,2016-05-24,Standard Class,EB-13930,OFF-PA-10004040,United States,San Francisco,California,West,17.94,3.0,0.0,8.7906
CA-2014-122882,2014-09-07,2014-09-13,Standard Class,SB-20290,OFF-ST-10002344,United States,Philadelphia,Pennsylvania,East,64.784,1.0,0.2,-14.5764
CA-2014-122882,2014-09-07,2014-09-13,Standard Class,SB-20290,TEC-PH-10003589,United States,Philadelphia,Pennsylvania,East,32.382,3.0,0.4,4.3176
CA-2014-122882,2014-09-07,2014-09-13,Standard Class,SB-20290,FUR-FU-10000758,United States,Philadelphia,Pennsylvania,East,42.368,2.0,0.2,8.4736
CA-2014-122882,2014-09-07,2014-09-13,Standard Class,SB-20290,TEC-MA-10004679,United States,Philadelphia,Pennsylvania,East,399.54,4.0,0.7,-559.356
US-2016-101497,2016-09-29,2016-10-01,Second Class,PS-18760,OFF-PA-10000176,United States,Los Angeles,California,West,18.97,1.0,0.0,9.1056
CA-2016-147585,2016-11-07,2016-11-12,Standard Class,CB-12535,FUR-FU-10002597,United States,San Francisco,California,West,14.82,3.0,0.0,6.2244
CA-2017-149489,2017-04-24,2017-04-27,First Class,DK-12835,OFF-AP-10002495,United States,Philadelphia,Pennsylvania,East,99.28,2.0,0.2,12.41
CA-2017-149489,2017-04-24,2017-04-27,First Class,DK-12835,OFF-BI-10002813,United States,Philadelphia,Pennsylvania,East,1.188,2.0,0.7,-0.99
CA-2017-149489,2017-04-24,2017-04-27,First Class,DK-12835,OFF-BI-10002414,United States,Philadelphia,Pennsylvania,East,7.518,2.0,0.7,-5.7638
CA-2017-143798,2017-12-10,2017-12-12,First Class,AW-10840,OFF-PA-10000788,United States,Philadelphia,Pennsylvania,East,10.368,2.0,0.2,3.6288
CA-2017-143798,2017-12-10,2017-12-12,First Class,AW-10840,FUR-FU-10004306,United States,Philadelphia,Pennsylvania,East,310.88,2.0,0.2,23.316
CA-2014-142839,2014-08-16,2014-08-20,Standard Class,TS-21610,FUR-TA-10001539,United States,Philadelphia,Pennsylvania,East,853.092,6.0,0.4,-227.4912
CA-2017-129833,2017-12-09,2017-12-15,Standard Class,HF-14995,OFF-PA-10000575,United States,Indianapolis,Indiana,Central,33.45,5.0,0.0,15.387
CA-2017-129833,2017-12-09,2017-12-15,Standard Class,HF-14995,OFF-BI-10004182,United States,Indianapolis,Indiana,Central,10.4,5.0,0.0,5.096
US-2016-154361,2016-03-14,2016-03-19,Standard Class,HZ-14950,FUR-FU-10004020,United States,Columbus,Ohio,East,21.88,5.0,0.2,6.2905
US-2016-158708,2016-06-26,2016-06-29,Second Class,AB-10255,TEC-AC-10003133,United States,Plano,Texas,Central,13.616,2.0,0.2,3.5742
CA-2015-156335,2015-09-25,2015-09-28,Second Class,PO-19195,TEC-AC-10002006,United States,Bayonne,New Jersey,East,63.96,4.0,0.0,19.8276
CA-2015-156335,2015-09-25,2015-09-28,Second Class,PO-19195,OFF-BI-10003314,United States,Bayonne,New Jersey,East,14.46,3.0,0.0,7.0854
CA-2015-156335,2015-09-25,2015-09-28,Second Class,PO-19195,TEC-PH-10002726,United States,Bayonne,New Jersey,East,104.98,2.0,0.0,52.49
CA-2015-148376,2015-12-27,2015-12-31,Standard Class,AG-10900,OFF-AP-10000240,United States,Los Angeles,California,West,106.96,2.0,0.0,31.0184
CA-2015-148376,2015-12-27,2015-12-31,Standard Class,AG-10900,OFF-LA-10002381,United States,Los Angeles,California,West,21.56,7.0,0.0,10.3488
CA-2014-135657,2014-06-03,2014-06-07,Second Class,SC-20725,FUR-TA-10004086,United States,Seattle,Washington,West,515.88,6.0,0.0,113.4936
CA-2015-114069,2015-07-13,2015-07-15,Second Class,ND-18370,OFF-BI-10000320,United States,New York City,New York,East,11.808,2.0,0.2,4.2804
CA-2015-114069,2015-07-13,2015-07-15,Second Class,ND-18370,FUR-CH-10000595,United States,New York City,New York,East,1931.04,9.0,0.1,321.84
CA-2015-114069,2015-07-13,2015-07-15,Second Class,ND-18370,OFF-PA-10000349,United States,New York City,New York,East,9.96,2.0,0.0,4.6812
CA-2014-139857,2014-02-02,2014-02-06,Standard Class,CD-12790,OFF-FA-10001843,United States,San Diego,California,West,12.35,5.0,0.0,5.8045
CA-2016-106306,2016-03-08,2016-03-08,Same Day,PG-18820,OFF-BI-10003676,United States,Glendale,Arizona,West,9.702,3.0,0.7,-7.1148
CA-2015-100545,2015-11-22,2015-11-26,Standard Class,IM-15070,OFF-BI-10003638,United States,Philadelphia,Pennsylvania,East,11.61,2.0,0.7,-9.288
CA-2017-123491,2017-10-30,2017-11-05,Standard Class,JK-15205,OFF-LA-10003077,United States,San Francisco,California,West,43.86,6.0,0.0,20.6142
CA-2017-123491,2017-10-30,2017-11-05,Standard Class,JK-15205,TEC-PH-10003505,United States,San Francisco,California,West,148.48,2.0,0.2,16.704
CA-2017-123491,2017-10-30,2017-11-05,Standard Class,JK-15205,OFF-PA-10003424,United States,San Francisco,California,West,7.42,2.0,0.0,3.71
CA-2017-123491,2017-10-30,2017-11-05,Standard Class,JK-15205,FUR-CH-10003061,United States,San Francisco,California,West,71.992,1.0,0.2,-0.8999
CA-2017-123491,2017-10-30,2017-11-05,Standard Class,JK-15205,OFF-AR-10003514,United States,San Francisco,California,West,19.9,5.0,0.0,6.567
CA-2017-123491,2017-10-30,2017-11-05,Standard Class,JK-15205,OFF-AP-10002684,United States,San Francisco,California,West,1702.12,14.0,0.0,510.636
CA-2015-145401,2015-01-30,2015-02-04,Standard Class,JP-15520,OFF-PA-10004405,United States,Houston,Texas,Central,14.304,6.0,0.2,5.0064
US-2017-124968,2017-09-08,2017-09-13,Second Class,MM-18055,FUR-TA-10004289,United States,Chicago,Illinois,Central,765.625,7.0,0.5,-566.5625
CA-2017-104003,2017-10-07,2017-10-13,Standard Class,DC-13285,FUR-BO-10003965,United States,San Francisco,California,West,307.666,2.0,0.15,-14.4784
CA-2016-154788,2016-04-30,2016-05-04,Standard Class,JL-15835,OFF-BI-10003314,United States,New York City,New York,East,7.712,2.0,0.2,2.7956
CA-2016-169943,2016-05-19,2016-05-24,Standard Class,BN-11515,OFF-AP-10001563,United States,New York City,New York,East,242.9,5.0,0.0,70.441
CA-2016-169943,2016-05-19,2016-05-24,Standard Class,BN-11515,OFF-ST-10004123,United States,New York City,New York,East,454.9,5.0,0.0,0.0
CA-2016-169943,2016-05-19,2016-05-24,Standard Class,BN-11515,FUR-FU-10002088,United States,New York City,New York,East,35.92,4.0,0.0,15.0864
CA-2016-169943,2016-05-19,2016-05-24,Standard Class,BN-11515,FUR-FU-10000010,United States,New York City,New York,East,39.76,8.0,0.0,12.3256
CA-2016-169943,2016-05-19,2016-05-24,Standard Class,BN-11515,OFF-BI-10002824,United States,New York City,New York,East,47.744,4.0,0.2,14.92
US-2015-123218,2015-12-20,2015-12-25,Standard Class,KD-16345,TEC-PH-10001061,United States,Chicago,Illinois,Central,159.984,2.0,0.2,11.9988
US-2015-123218,2015-12-20,2015-12-25,Standard Class,KD-16345,TEC-AC-10000736,United States,Chicago,Illinois,Central,255.968,4.0,0.2,51.1936
US-2015-123218,2015-12-20,2015-12-25,Standard Class,KD-16345,FUR-BO-10003966,United States,Chicago,Illinois,Central,359.058,3.0,0.3,-71.8116
CA-2015-127453,2015-12-19,2015-12-20,First Class,JK-15370,OFF-AP-10000828,United States,Philadelphia,Pennsylvania,East,434.352,3.0,0.2,43.4352
CA-2015-127453,2015-12-19,2015-12-20,First Class,JK-15370,OFF-AP-10002906,United States,Philadelphia,Pennsylvania,East,3.552,2.0,0.2,0.444
CA-2015-127453,2015-12-19,2015-12-20,First Class,JK-15370,OFF-AP-10003860,United States,Philadelphia,Pennsylvania,East,88.832,4.0,0.2,7.7728
US-2017-164056,2017-04-29,2017-05-04,Second Class,FM-14215,FUR-TA-10001307,United States,Dublin,Ohio,East,1048.35,5.0,0.4,-69.89
CA-2016-106894,2016-02-07,2016-02-07,Same Day,CA-12265,TEC-AC-10003063,United States,Springfield,Virginia,South,100.0,4.0,0.0,21.0
CA-2016-106894,2016-02-07,2016-02-07,Same Day,CA-12265,OFF-LA-10001045,United States,Springfield,Virginia,South,7.83,3.0,0.0,3.6018
CA-2014-125136,2014-09-28,2014-10-03,Standard Class,KD-16495,OFF-PA-10001457,United States,Fayetteville,North Carolina,South,96.256,8.0,0.2,31.2832
CA-2014-125136,2014-09-28,2014-10-03,Standard Class,KD-16495,OFF-PA-10001804,United States,Fayetteville,North Carolina,South,10.688,2.0,0.2,3.7408
US-2016-131149,2016-07-10,2016-07-14,Standard Class,LH-17155,OFF-ST-10000689,United States,Dallas,Texas,Central,338.04,3.0,0.2,-33.804
US-2016-131149,2016-07-10,2016-07-14,Standard Class,LH-17155,OFF-AR-10002135,United States,Dallas,Texas,Central,154.24,4.0,0.2,17.352
CA-2017-101483,2017-07-29,2017-08-01,Second Class,AG-10675,OFF-AP-10002082,United States,Jacksonville,North Carolina,South,34.848,2.0,0.2,6.534
